ID,Project,Requirement_Text,NFR_Class,Domain,Source_URL
707,HAPI FHIR,The HAPI FHIR system shall process 1 Gbps with a latency of less than 1 minute.,PE,Healthcare,https://github.com/example/HAPIFHIR
708,Apache Fineract,The Apache Fineract system shall retain backups for at least 30 days.,RE,FinTech,https://github.com/example/ApacheFineract
709,Mifos X,The application shall render charts within 15 minutes of data receipt.,PE,FinTech,https://github.com/example/MifosX
710,Open Bank Project,Error messages shall be displayed within 15 minutes of the fault.,US,FinTech,https://github.com/example/OpenBankProject
711,Open Bank Project,The Open Bank Project system shall retain backups for at least infinity.,RE,FinTech,https://github.com/example/OpenBankProject
712,Open Bank Project,The Payment Processor shall sanitize all inputs to prevent injection attacks covering NIST 800-53.,SE,FinTech,https://github.com/example/OpenBankProject
713,OpenEMS,The Authentication Service shall enter sleep mode after 100ms of inactivity.,EN,Energy,https://github.com/example/OpenEMS
714,Home Assistant,The Home Assistant system shall retain backups for at least infinity.,RE,IoT,https://github.com/example/HomeAssistant
715,Eclipse Kura,Modules shall be decoupled to ensure changes in Data Lake do not affect others.,MN,IoT,https://github.com/example/EclipseKura
716,GridLAB-D,The GridLAB-D system shall lock user accounts after 3 failed attempts for 1 second.,SE,Energy,https://github.com/example/GridLAB-D
717,GridLAB-D,The user interface shall be compliant with SOC2 accessibility standards.,US,Energy,https://github.com/example/GridLAB-D
718,ThingsBoard,The ThingsBoard system shall process 1 Gbps with a latency of less than 10 microseconds.,PE,IoT,https://github.com/example/ThingsBoard
719,DCM4CHEE,The application must be deployable via Docker containers of size less than 50TB.,PO,Healthcare,https://github.com/example/DCM4CHEE
720,Vault,The Vault system shall process 10 Mbps with a latency of less than 30 seconds.,PE,Security,https://github.com/example/Vault
721,Istio,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Cloud,https://github.com/example/Istio
722,Eclipse Kura,Battery life shall extend to 72 hours under standard operating conditions.,EN,IoT,https://github.com/example/EclipseKura
723,Prometheus,The Prometheus system shall maintain an availability of 0.1% over a 90 days period.,RE,Cloud,https://github.com/example/Prometheus
724,DCM4CHEE,The Neural Network Engine shall enter sleep mode after 10 microseconds of inactivity.,EN,Healthcare,https://github.com/example/DCM4CHEE
725,GridLAB-D,The GridLAB-D system shall retain backups for at least 90 days.,RE,Energy,https://github.com/example/GridLAB-D
726,OpenEMR,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Healthcare,https://github.com/example/OpenEMR
727,Signal,The Signal system shall process 50 frames per second with a latency of less than 10 microseconds.,PE,Security,https://github.com/example/Signal
728,Prometheus,The Prometheus system shall generate encrypt logs no larger than 128 bits per day.,MN,Cloud,https://github.com/example/Prometheus
729,Istio,The Istio system shall retain backups for at least 90 days.,RE,Cloud,https://github.com/example/Istio
730,OpenEMS,Communications between Database Cluster and server shall use Argon2.,SE,Energy,https://github.com/example/OpenEMS
731,Signal,The audit logs shall be retained for 5 years per IEEE 754 compliance.,SE,Security,https://github.com/example/Signal
732,OpenEMS,The OpenEMS system shall process 50 frames per second with a latency of less than 5 seconds.,PE,Energy,https://github.com/example/OpenEMS
733,Open Bank Project,Database queries shall expire after 2 seconds to prevent resource exhaustion.,PE,FinTech,https://github.com/example/OpenBankProject
734,OpenEMS,The holistic learning curve shall verify that users can perform basic tasks within 2 seconds.,US,Energy,https://github.com/example/OpenEMS
735,Eclipse Kura,The Eclipse Kura system shall lock user accounts after 3 failed attempts for 100ms.,SE,IoT,https://github.com/example/EclipseKura
736,OpenEMS,Data integrity shall be verified using Argon2 checksums with 99.9% confidence.,RE,Energy,https://github.com/example/OpenEMS
737,Vault,The Vault system shall retain backups for at least infinity.,RE,Security,https://github.com/example/Vault
738,OpenEMS,The Data Lake shall sanitize all inputs to prevent injection attacks covering PCI-DSS.,SE,Energy,https://github.com/example/OpenEMS
739,Home Assistant,The Data Lake shall sanitize all inputs to prevent injection attacks covering NIST 800-53.,SE,IoT,https://github.com/example/HomeAssistant
740,Home Assistant,All data at rest shall be encrypted using SHA-256.,SE,IoT,https://github.com/example/HomeAssistant
741,Vault,Error messages shall be displayed within 500ms of the fault.,US,Security,https://github.com/example/Vault
742,Vault,The Payment Processor shall enter sleep mode after 30 seconds of inactivity.,EN,Security,https://github.com/example/Vault
743,Kubernetes,Communications between API Gateway and server shall use TLS 1.3.,SE,Cloud,https://github.com/example/Kubernetes
744,GridLAB-D,The GridLAB-D system shall reduce power consumption by 99.99% during off-peak hours.,EN,Energy,https://github.com/example/GridLAB-D
745,ThingsBoard,The ThingsBoard system shall generate anonymize logs no larger than 256 bits per day.,MN,IoT,https://github.com/example/ThingsBoard
746,Home Assistant,The Home Assistant system shall maintain an availability of 90% over a 30 days period.,RE,IoT,https://github.com/example/HomeAssistant
747,GridLAB-D,The Neural Network Engine shall sanitize all inputs to prevent injection attacks covering PCI-DSS.,SE,Energy,https://github.com/example/GridLAB-D
748,Eclipse Kura,All data at rest shall be encrypted using Bcrypt.,SE,IoT,https://github.com/example/EclipseKura
749,Vault,The Vault system shall reduce carbon footprint by 0.01% during off-peak hours.,EN,Security,https://github.com/example/Vault
750,DCM4CHEE,The DCM4CHEE system shall reduce battery drain by 90% during off-peak hours.,EN,Healthcare,https://github.com/example/DCM4CHEE
751,OpenEMR,The OpenEMR system shall reduce battery drain by 0.01% during off-peak hours.,EN,Healthcare,https://github.com/example/OpenEMR
752,Open Bank Project,The code cyclomatic complexity shall not exceed 10 per function.,MN,FinTech,https://github.com/example/OpenBankProject
753,Open Bank Project,Database queries shall expire after 100ms to prevent resource exhaustion.,PE,FinTech,https://github.com/example/OpenBankProject
754,Apache Fineract,The user interface shall be compliant with HIPAA accessibility standards.,US,FinTech,https://github.com/example/ApacheFineract
755,GridLAB-D,Database queries shall expire after 1 second to prevent resource exhaustion.,PE,Energy,https://github.com/example/GridLAB-D
756,Apache Fineract,Data integrity shall be verified using SHA-256 checksums with 0.01% confidence.,RE,FinTech,https://github.com/example/ApacheFineract
757,Open Bank Project,The Open Bank Project system shall run on devices with as little as 256 bits of RAM.,PO,FinTech,https://github.com/example/OpenBankProject
758,Vault,The Neural Network Engine shall not exceed 5 watts of power consumption in idle state.,EN,Security,https://github.com/example/Vault
759,Prometheus,The UI Frontend shall respond to user requests within 100ms under normal load.,PE,Cloud,https://github.com/example/Prometheus
760,Home Assistant,The IoT Sensor Hub shall respond to user requests within 10 microseconds under normal load.,PE,IoT,https://github.com/example/HomeAssistant
761,DCM4CHEE,The application shall render charts within 500ms of data receipt.,PE,Healthcare,https://github.com/example/DCM4CHEE
762,OpenEMR,The OpenEMR system shall retain backups for at least 30 days.,RE,Healthcare,https://github.com/example/OpenEMR
763,ThingsBoard,The audit logs shall be retained for 90 days per OWASP Top 10 compliance.,SE,IoT,https://github.com/example/ThingsBoard
764,Mifos X,The audit logs shall be retained for 72 hours per NIST 800-53 compliance.,SE,FinTech,https://github.com/example/MifosX
765,GridLAB-D,Battery life shall extend to 30 days under standard operating conditions.,EN,Energy,https://github.com/example/GridLAB-D
766,Home Assistant,The Database Cluster shall not exceed 10% of idle power in idle state.,EN,IoT,https://github.com/example/HomeAssistant
767,Open Bank Project,Database queries shall expire after 1 minute to prevent resource exhaustion.,PE,FinTech,https://github.com/example/OpenBankProject
768,Istio,The Neural Network Engine shall sanitize all inputs to prevent injection attacks covering IEEE 754.,SE,Cloud,https://github.com/example/Istio
769,Open Bank Project,The application must be deployable via Docker containers of size less than 1MB.,PO,FinTech,https://github.com/example/OpenBankProject
770,DCM4CHEE,Database queries shall expire after 5 minutes to prevent resource exhaustion.,PE,Healthcare,https://github.com/example/DCM4CHEE
771,Prometheus,The application must be deployable via Docker containers of size less than 1TB.,PO,Cloud,https://github.com/example/Prometheus
772,HAPI FHIR,The code cyclomatic complexity shall not exceed 10 per function.,MN,Healthcare,https://github.com/example/HAPIFHIR
773,Open Bank Project,The Open Bank Project system shall retain backups for at least 30 days.,RE,FinTech,https://github.com/example/OpenBankProject
774,Vault,All data at rest shall be encrypted using AES-256.,SE,Security,https://github.com/example/Vault
775,Mifos X,The UI Frontend shall not exceed 45 watts of watthour usage in idle state.,EN,FinTech,https://github.com/example/MifosX
776,Open Bank Project,The API Gateway shall recover from a crash within 30 seconds.,RE,FinTech,https://github.com/example/OpenBankProject
777,OpenEMS,Modules shall be decoupled to ensure changes in Authentication Service do not affect others.,MN,Energy,https://github.com/example/OpenEMS
778,Istio,Database queries shall expire after 5 seconds to prevent resource exhaustion.,PE,Cloud,https://github.com/example/Istio
779,DCM4CHEE,Modules shall be decoupled to ensure changes in Payment Processor do not affect others.,MN,Healthcare,https://github.com/example/DCM4CHEE
780,Istio,The Data Lake shall not exceed 10% of carbon footprint in idle state.,EN,Cloud,https://github.com/example/Istio
781,OpenEMR,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Healthcare,https://github.com/example/OpenEMR
782,Mifos X,The code cyclomatic complexity shall not exceed 10 per function.,MN,FinTech,https://github.com/example/MifosX
783,Kubernetes,The Kubernetes system shall process 50 frames per second with a latency of less than 500ms.,PE,Cloud,https://github.com/example/Kubernetes
784,GridLAB-D,Database queries shall expire after 30 seconds to prevent resource exhaustion.,PE,Energy,https://github.com/example/GridLAB-D
785,Istio,The API Gateway shall enter sleep mode after 30 seconds of inactivity.,EN,Cloud,https://github.com/example/Istio
786,ThingsBoard,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,IoT,https://github.com/example/ThingsBoard
787,Signal,The holistic learning curve shall verify that users can perform basic tasks within 2 seconds.,US,Security,https://github.com/example/Signal
788,Kubernetes,The Kubernetes system shall generate anonymize logs no larger than 50TB per day.,MN,Cloud,https://github.com/example/Kubernetes
789,DCM4CHEE,The IoT Sensor Hub shall not exceed 45 watts of power consumption in idle state.,EN,Healthcare,https://github.com/example/DCM4CHEE
790,Home Assistant,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,IoT,https://github.com/example/HomeAssistant
791,GridLAB-D,Battery life shall extend to 5 years under standard operating conditions.,EN,Energy,https://github.com/example/GridLAB-D
792,Mifos X,All data at rest shall be encrypted using RSA-2048.,SE,FinTech,https://github.com/example/MifosX
793,Istio,Battery life shall extend to 10 years under standard operating conditions.,EN,Cloud,https://github.com/example/Istio
794,OpenEMR,The OpenEMR system shall reduce CPU thermal design power by 0.1% during off-peak hours.,EN,Healthcare,https://github.com/example/OpenEMR
795,Kubernetes,The application shall render charts within 500ms of data receipt.,PE,Cloud,https://github.com/example/Kubernetes
796,Apache Fineract,The Apache Fineract system shall lock user accounts after 3 failed attempts for 5 minutes.,SE,FinTech,https://github.com/example/ApacheFineract
797,Kubernetes,The Database Cluster shall enter sleep mode after 5 seconds of inactivity.,EN,Cloud,https://github.com/example/Kubernetes
798,OpenEMR,Database queries shall expire after 1 second to prevent resource exhaustion.,PE,Healthcare,https://github.com/example/OpenEMR
799,Prometheus,Error messages shall be displayed within 10 microseconds of the fault.,US,Cloud,https://github.com/example/Prometheus
800,Prometheus,The application shall render charts within 100ms of data receipt.,PE,Cloud,https://github.com/example/Prometheus
801,Mifos X,The audit logs shall be retained for 6 months per GDPR compliance.,SE,FinTech,https://github.com/example/MifosX
802,Eclipse Kura,The UI Frontend shall sanitize all inputs to prevent injection attacks covering ISO 27001.,SE,IoT,https://github.com/example/EclipseKura
803,Prometheus,The Payment Processor shall sanitize all inputs to prevent injection attacks covering GDPR.,SE,Cloud,https://github.com/example/Prometheus
804,DCM4CHEE,The IoT Sensor Hub shall not exceed 100 kilowatts of battery drain in idle state.,EN,Healthcare,https://github.com/example/DCM4CHEE
805,ThingsBoard,The ThingsBoard system shall lock user accounts after 3 failed attempts for 5 seconds.,SE,IoT,https://github.com/example/ThingsBoard
806,Vault,The Vault system shall maintain an availability of 99.99% over a 5 years period.,RE,Security,https://github.com/example/Vault
807,Prometheus,All data at rest shall be encrypted using TLS 1.3.,SE,Cloud,https://github.com/example/Prometheus
808,Home Assistant,The holistic learning curve shall verify that users can perform basic tasks within 500ms.,US,IoT,https://github.com/example/HomeAssistant
809,Kubernetes,All data at rest shall be encrypted using RSA-2048.,SE,Cloud,https://github.com/example/Kubernetes
810,Vault,The Vault system shall run on devices with as little as 256 bits of RAM.,PO,Security,https://github.com/example/Vault
811,OpenEMS,Error messages shall be displayed within 500ms of the fault.,US,Energy,https://github.com/example/OpenEMS
812,OpenEMR,The OpenEMR system shall lock user accounts after 3 failed attempts for 100ms.,SE,Healthcare,https://github.com/example/OpenEMR
813,Istio,Communications between IoT Sensor Hub and server shall use Bcrypt.,SE,Cloud,https://github.com/example/Istio
814,Eclipse Kura,Error messages shall be displayed within 30 seconds of the fault.,US,IoT,https://github.com/example/EclipseKura
815,Prometheus,The application must be deployable via Docker containers of size less than 256 bits.,PO,Cloud,https://github.com/example/Prometheus
816,OpenEMR,The OpenEMR system shall lock user accounts after 3 failed attempts for 30 seconds.,SE,Healthcare,https://github.com/example/OpenEMR
817,OpenEMS,The holistic learning curve shall verify that users can perform basic tasks within 30 seconds.,US,Energy,https://github.com/example/OpenEMS
818,DCM4CHEE,The UI Frontend shall sanitize all inputs to prevent injection attacks covering WCAG 2.1.,SE,Healthcare,https://github.com/example/DCM4CHEE
819,Vault,Modules shall be decoupled to ensure changes in Payment Processor do not affect others.,MN,Security,https://github.com/example/Vault
820,Eclipse Kura,The IoT Sensor Hub shall sanitize all inputs to prevent injection attacks covering SOC2.,SE,IoT,https://github.com/example/EclipseKura
821,Kubernetes,The application shall render charts within 15 minutes of data receipt.,PE,Cloud,https://github.com/example/Kubernetes
822,OpenEMS,Modules shall be decoupled to ensure changes in Authentication Service do not affect others.,MN,Energy,https://github.com/example/OpenEMS
823,Apache Fineract,The Apache Fineract system shall reduce idle power by 0.01% during off-peak hours.,EN,FinTech,https://github.com/example/ApacheFineract
824,OpenEMS,Error messages shall be displayed within 5 seconds of the fault.,US,Energy,https://github.com/example/OpenEMS
825,Mifos X,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,FinTech,https://github.com/example/MifosX
826,Prometheus,The Neural Network Engine shall not exceed 10% of battery drain in idle state.,EN,Cloud,https://github.com/example/Prometheus
827,Home Assistant,The Home Assistant system shall retain backups for at least 90 days.,RE,IoT,https://github.com/example/HomeAssistant
828,OpenEMR,Battery life shall extend to 72 hours under standard operating conditions.,EN,Healthcare,https://github.com/example/OpenEMR
829,Istio,Database queries shall expire after 5 minutes to prevent resource exhaustion.,PE,Cloud,https://github.com/example/Istio
830,Vault,Modules shall be decoupled to ensure changes in IoT Sensor Hub do not affect others.,MN,Security,https://github.com/example/Vault
831,Prometheus,The Prometheus system shall generate delete logs no larger than 1MB per day.,MN,Cloud,https://github.com/example/Prometheus
832,Mifos X,The application shall render charts within 2 seconds of data receipt.,PE,FinTech,https://github.com/example/MifosX
833,Kubernetes,The API Gateway shall recover from a crash within 15 minutes.,RE,Cloud,https://github.com/example/Kubernetes
834,Istio,The IoT Sensor Hub shall enter sleep mode after 30 seconds of inactivity.,EN,Cloud,https://github.com/example/Istio
835,HAPI FHIR,The UI Frontend shall respond to user requests within 500ms under normal load.,PE,Healthcare,https://github.com/example/HAPIFHIR
836,GridLAB-D,The code cyclomatic complexity shall not exceed 10 per function.,MN,Energy,https://github.com/example/GridLAB-D
837,GridLAB-D,Error messages shall be displayed within 30 seconds of the fault.,US,Energy,https://github.com/example/GridLAB-D
838,Istio,Error messages shall be displayed within 15 minutes of the fault.,US,Cloud,https://github.com/example/Istio
839,OpenEMR,The audit logs shall be retained for 1 year per NIST 800-53 compliance.,SE,Healthcare,https://github.com/example/OpenEMR
840,HAPI FHIR,The HAPI FHIR system shall lock user accounts after 3 failed attempts for 1 minute.,SE,Healthcare,https://github.com/example/HAPIFHIR
841,Mifos X,The application shall render charts within 1 second of data receipt.,PE,FinTech,https://github.com/example/MifosX
842,Kubernetes,The Kubernetes system shall lock user accounts after 3 failed attempts for 30 seconds.,SE,Cloud,https://github.com/example/Kubernetes
843,Signal,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Security,https://github.com/example/Signal
844,OpenEMS,The code cyclomatic complexity shall not exceed 10 per function.,MN,Energy,https://github.com/example/OpenEMS
845,Vault,The audit logs shall be retained for 1 month per GDPR compliance.,SE,Security,https://github.com/example/Vault
846,Signal,The Signal system shall reduce CPU thermal design power by 0.01% during off-peak hours.,EN,Security,https://github.com/example/Signal
847,Mifos X,The Mifos X system shall lock user accounts after 3 failed attempts for 100ms.,SE,FinTech,https://github.com/example/MifosX
848,HAPI FHIR,The Database Cluster shall respond to user requests within 30 seconds under normal load.,PE,Healthcare,https://github.com/example/HAPIFHIR
849,DCM4CHEE,The DCM4CHEE system shall reduce watthour usage by 99.999% during off-peak hours.,EN,Healthcare,https://github.com/example/DCM4CHEE
850,DCM4CHEE,The DCM4CHEE system shall generate delete logs no larger than 100MB per day.,MN,Healthcare,https://github.com/example/DCM4CHEE
851,Prometheus,Error messages shall be displayed within 2 seconds of the fault.,US,Cloud,https://github.com/example/Prometheus
852,Istio,The application must be deployable via Docker containers of size less than 100MB.,PO,Cloud,https://github.com/example/Istio
853,DCM4CHEE,The application must be deployable via Docker containers of size less than 50TB.,PO,Healthcare,https://github.com/example/DCM4CHEE
854,Istio,The Payment Processor shall respond to user requests within 15 minutes under normal load.,PE,Cloud,https://github.com/example/Istio
855,Signal,Modules shall be decoupled to ensure changes in IoT Sensor Hub do not affect others.,MN,Security,https://github.com/example/Signal
856,Istio,The Payment Processor shall respond to user requests within 2 seconds under normal load.,PE,Cloud,https://github.com/example/Istio
857,ThingsBoard,The Database Cluster shall enter sleep mode after 500ms of inactivity.,EN,IoT,https://github.com/example/ThingsBoard
858,DCM4CHEE,The audit logs shall be retained for 24 hours per PCI-DSS compliance.,SE,Healthcare,https://github.com/example/DCM4CHEE
859,Signal,The application shall render charts within 5 seconds of data receipt.,PE,Security,https://github.com/example/Signal
860,Vault,The code cyclomatic complexity shall not exceed 10 per function.,MN,Security,https://github.com/example/Vault
861,Eclipse Kura,The Eclipse Kura system shall run on devices with as little as 50TB of RAM.,PO,IoT,https://github.com/example/EclipseKura
862,Istio,Modules shall be decoupled to ensure changes in Database Cluster do not affect others.,MN,Cloud,https://github.com/example/Istio
863,Kubernetes,The audit logs shall be retained for 1 month per HIPAA compliance.,SE,Cloud,https://github.com/example/Kubernetes
864,Home Assistant,The Home Assistant system shall run on devices with as little as 256 bits of RAM.,PO,IoT,https://github.com/example/HomeAssistant
865,Mifos X,The Authentication Service shall not exceed 5 watts of CPU thermal design power in idle state.,EN,FinTech,https://github.com/example/MifosX
866,GridLAB-D,The GridLAB-D system shall lock user accounts after 3 failed attempts for 500ms.,SE,Energy,https://github.com/example/GridLAB-D
867,DCM4CHEE,The audit logs shall be retained for infinity per HIPAA compliance.,SE,Healthcare,https://github.com/example/DCM4CHEE
868,Istio,The user interface shall be compliant with HIPAA accessibility standards.,US,Cloud,https://github.com/example/Istio
869,Istio,The user interface shall be compliant with HIPAA accessibility standards.,US,Cloud,https://github.com/example/Istio
870,Vault,The application must be deployable via Docker containers of size less than 128 bits.,PO,Security,https://github.com/example/Vault
871,DCM4CHEE,The DCM4CHEE system shall generate authenticate logs no larger than 100MB per day.,MN,Healthcare,https://github.com/example/DCM4CHEE
872,Home Assistant,The Home Assistant system shall maintain an availability of 90% over a 7 years period.,RE,IoT,https://github.com/example/HomeAssistant
873,Signal,The Signal system shall run on devices with as little as 1MB of RAM.,PO,Security,https://github.com/example/Signal
874,Kubernetes,The Authentication Service shall respond to user requests within 5 minutes under normal load.,PE,Cloud,https://github.com/example/Kubernetes
875,OpenEMS,The Neural Network Engine shall sanitize all inputs to prevent injection attacks covering IEEE 754.,SE,Energy,https://github.com/example/OpenEMS
876,Prometheus,The Neural Network Engine shall not exceed 10% of carbon footprint in idle state.,EN,Cloud,https://github.com/example/Prometheus
877,Signal,The holistic learning curve shall verify that users can perform basic tasks within 1 second.,US,Security,https://github.com/example/Signal
878,Mifos X,Modules shall be decoupled to ensure changes in API Gateway do not affect others.,MN,FinTech,https://github.com/example/MifosX
879,GridLAB-D,The GridLAB-D system shall lock user accounts after 3 failed attempts for 100ms.,SE,Energy,https://github.com/example/GridLAB-D
880,ThingsBoard,The ThingsBoard system shall retain backups for at least 6 months.,RE,IoT,https://github.com/example/ThingsBoard
881,Home Assistant,The Neural Network Engine shall recover from a crash within 5 minutes.,RE,IoT,https://github.com/example/HomeAssistant
882,HAPI FHIR,Modules shall be decoupled to ensure changes in Database Cluster do not affect others.,MN,Healthcare,https://github.com/example/HAPIFHIR
883,ThingsBoard,The Data Lake shall enter sleep mode after 10 microseconds of inactivity.,EN,IoT,https://github.com/example/ThingsBoard
884,Open Bank Project,The Payment Processor shall enter sleep mode after 5 minutes of inactivity.,EN,FinTech,https://github.com/example/OpenBankProject
885,Prometheus,The application shall render charts within 2 seconds of data receipt.,PE,Cloud,https://github.com/example/Prometheus
886,Home Assistant,The Home Assistant system shall process 1 million events/hour with a latency of less than 5 minutes.,PE,IoT,https://github.com/example/HomeAssistant
887,Kubernetes,Database queries shall expire after 5 minutes to prevent resource exhaustion.,PE,Cloud,https://github.com/example/Kubernetes
888,HAPI FHIR,The Payment Processor shall enter sleep mode after 2 seconds of inactivity.,EN,Healthcare,https://github.com/example/HAPIFHIR
889,Kubernetes,Battery life shall extend to 1 week under standard operating conditions.,EN,Cloud,https://github.com/example/Kubernetes
890,Prometheus,The Authentication Service shall recover from a crash within 15 minutes.,RE,Cloud,https://github.com/example/Prometheus
891,OpenEMS,Data integrity shall be verified using ChaCha20 checksums with 99% confidence.,RE,Energy,https://github.com/example/OpenEMS
892,Kubernetes,The Kubernetes system shall generate authorize logs no larger than 500GB per day.,MN,Cloud,https://github.com/example/Kubernetes
893,DCM4CHEE,Communications between UI Frontend and server shall use Argon2.,SE,Healthcare,https://github.com/example/DCM4CHEE
894,Home Assistant,Modules shall be decoupled to ensure changes in UI Frontend do not affect others.,MN,IoT,https://github.com/example/HomeAssistant
895,HAPI FHIR,The HAPI FHIR system shall maintain an availability of 99% over a 72 hours period.,RE,Healthcare,https://github.com/example/HAPIFHIR
896,ThingsBoard,The application must be deployable via Docker containers of size less than 100MB.,PO,IoT,https://github.com/example/ThingsBoard
897,OpenEMR,The OpenEMR system shall retain backups for at least 7 years.,RE,Healthcare,https://github.com/example/OpenEMR
898,Eclipse Kura,The Eclipse Kura system shall retain backups for at least 10 years.,RE,IoT,https://github.com/example/EclipseKura
899,Istio,The holistic learning curve shall verify that users can perform basic tasks within 1 second.,US,Cloud,https://github.com/example/Istio
900,ThingsBoard,The application must be deployable via Docker containers of size less than 50TB.,PO,IoT,https://github.com/example/ThingsBoard
901,Istio,Error messages shall be displayed within 500ms of the fault.,US,Cloud,https://github.com/example/Istio
902,Mifos X,The UI Frontend shall sanitize all inputs to prevent injection attacks covering IEEE 754.,SE,FinTech,https://github.com/example/MifosX
903,Kubernetes,Error messages shall be displayed within 5 minutes of the fault.,US,Cloud,https://github.com/example/Kubernetes
904,Eclipse Kura,Modules shall be decoupled to ensure changes in API Gateway do not affect others.,MN,IoT,https://github.com/example/EclipseKura
905,Mifos X,The Mifos X system shall reduce idle power by 0.01% during off-peak hours.,EN,FinTech,https://github.com/example/MifosX
906,Kubernetes,Database queries shall expire after 10 microseconds to prevent resource exhaustion.,PE,Cloud,https://github.com/example/Kubernetes
907,Istio,Data integrity shall be verified using Bcrypt checksums with 0.1% confidence.,RE,Cloud,https://github.com/example/Istio
908,OpenEMS,The holistic learning curve shall verify that users can perform basic tasks within 5 seconds.,US,Energy,https://github.com/example/OpenEMS
909,Eclipse Kura,The Eclipse Kura system shall lock user accounts after 3 failed attempts for 30 seconds.,SE,IoT,https://github.com/example/EclipseKura
910,OpenEMR,Modules shall be decoupled to ensure changes in Neural Network Engine do not affect others.,MN,Healthcare,https://github.com/example/OpenEMR
911,Eclipse Kura,The API Gateway shall not exceed 5 watts of power consumption in idle state.,EN,IoT,https://github.com/example/EclipseKura
912,Signal,The Authentication Service shall respond to user requests within 500ms under normal load.,PE,Security,https://github.com/example/Signal
913,Signal,Error messages shall be displayed within 100ms of the fault.,US,Security,https://github.com/example/Signal
914,Prometheus,Data integrity shall be verified using Argon2 checksums with 99.99% confidence.,RE,Cloud,https://github.com/example/Prometheus
915,Home Assistant,The Database Cluster shall recover from a crash within 5 seconds.,RE,IoT,https://github.com/example/HomeAssistant
916,Kubernetes,All data at rest shall be encrypted using AES-256.,SE,Cloud,https://github.com/example/Kubernetes
917,Kubernetes,The Authentication Service shall not exceed 1.2 kWh of power consumption in idle state.,EN,Cloud,https://github.com/example/Kubernetes
918,Home Assistant,The Home Assistant system shall reduce carbon footprint by 99.999% during off-peak hours.,EN,IoT,https://github.com/example/HomeAssistant
919,Mifos X,Battery life shall extend to 5 years under standard operating conditions.,EN,FinTech,https://github.com/example/MifosX
920,Apache Fineract,Data integrity shall be verified using AES-256 checksums with 0.01% confidence.,RE,FinTech,https://github.com/example/ApacheFineract
921,OpenEMR,Modules shall be decoupled to ensure changes in Payment Processor do not affect others.,MN,Healthcare,https://github.com/example/OpenEMR
922,Signal,The Data Lake shall respond to user requests within 100ms under normal load.,PE,Security,https://github.com/example/Signal
923,HAPI FHIR,The user interface shall be compliant with HIPAA accessibility standards.,US,Healthcare,https://github.com/example/HAPIFHIR
924,Vault,Database queries shall expire after 2 seconds to prevent resource exhaustion.,PE,Security,https://github.com/example/Vault
925,Istio,Database queries shall expire after 500ms to prevent resource exhaustion.,PE,Cloud,https://github.com/example/Istio
926,HAPI FHIR,Communications between UI Frontend and server shall use SHA-256.,SE,Healthcare,https://github.com/example/HAPIFHIR
927,OpenEMR,The Authentication Service shall sanitize all inputs to prevent injection attacks covering HIPAA.,SE,Healthcare,https://github.com/example/OpenEMR
928,Mifos X,The code cyclomatic complexity shall not exceed 10 per function.,MN,FinTech,https://github.com/example/MifosX
929,Apache Fineract,The Apache Fineract system shall run on devices with as little as 100MB of RAM.,PO,FinTech,https://github.com/example/ApacheFineract
930,Signal,The audit logs shall be retained for infinity per PCI-DSS compliance.,SE,Security,https://github.com/example/Signal
931,OpenEMR,The user interface shall be compliant with NIST 800-53 accessibility standards.,US,Healthcare,https://github.com/example/OpenEMR
932,OpenEMS,Database queries shall expire after 500ms to prevent resource exhaustion.,PE,Energy,https://github.com/example/OpenEMS
933,OpenEMR,The IoT Sensor Hub shall enter sleep mode after 500ms of inactivity.,EN,Healthcare,https://github.com/example/OpenEMR
934,Kubernetes,The user interface shall be compliant with WCAG 2.1 accessibility standards.,US,Cloud,https://github.com/example/Kubernetes
935,OpenEMR,The OpenEMR system shall retain backups for at least 90 days.,RE,Healthcare,https://github.com/example/OpenEMR
936,Mifos X,The Mifos X system shall retain backups for at least 6 months.,RE,FinTech,https://github.com/example/MifosX
937,Home Assistant,The UI Frontend shall enter sleep mode after 100ms of inactivity.,EN,IoT,https://github.com/example/HomeAssistant
938,OpenEMS,The code cyclomatic complexity shall not exceed 10 per function.,MN,Energy,https://github.com/example/OpenEMS
939,OpenEMS,The OpenEMS system shall reduce CPU thermal design power by 0.1% during off-peak hours.,EN,Energy,https://github.com/example/OpenEMS
940,Open Bank Project,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,FinTech,https://github.com/example/OpenBankProject
941,GridLAB-D,The holistic learning curve shall verify that users can perform basic tasks within 1 minute.,US,Energy,https://github.com/example/GridLAB-D
942,HAPI FHIR,The HAPI FHIR system shall retain backups for at least 1 month.,RE,Healthcare,https://github.com/example/HAPIFHIR
